episode	mean	max	min	stdev
0	10.2	13.0	8.0	1.469693845669907
100	9.7	10.0	9.0	0.45825756949558394
200	40.9	49.0	36.0	3.6180105030251086
300	336.8	385.0	280.0	35.147688401941885
400	13.3	17.0	10.0	1.7349351572897471
500	500.0	500.0	500.0	0.0
600	500.0	500.0	500.0	0.0
700	56.1	82.0	17.0	27.840438214941948
800	108.8	115.0	100.0	3.5721142198983507
900	80.4	99.0	16.0	28.541899025818168
